municipio,year,week,idhm
armacao dos buzios,2011,39,0.728
arraial do cabo,2011,39,0.733
barra do pirai,2011,39,0.733
barra mansa,2011,39,0.729
belford roxo,2011,39,0.684
bom jardim,2011,39,0.538
bom jesus do itabapoana,2011,39,0.732
cabo frio,2011,39,0.735
cachoeiras de macacu,2011,39,0.7
cambuci,2011,39,0.691
carapebus,2011,39,0.713
comendador levy gasparian,2011,39,0.685
campos dos goytacazes,2011,39,0.716
cantagalo,2011,39,0.631
cardoso moreira,2011,39,0.648
carmo,2011,39,0.696
casimiro de abreu,2011,39,0.726
conceicao de macabu,2011,39,0.712
cordeiro,2011,39,0.729
duas barras,2011,39,0.659
duque de caxias,2011,39,0.711
engenheiro paulo de frontin,2011,39,0.722
guapimirim,2011,39,0.698
iguaba grande,2011,39,0.761
itaborai,2011,39,0.693
itaguai,2011,39,0.715
italva,2011,39,0.688
itaocara,2011,39,0.713
itaperuna,2011,39,0.73
itatiaia,2011,39,0.737
japeri,2011,39,0.659
laje do muriae,2011,39,0.668
macae,2011,39,0.764
macuco,2011,39,0.703
mage,2011,39,0.709
mangaratiba,2011,39,0.753
marica,2011,39,0.765
mendes,2011,39,0.736
mesquita,2011,39,0.656
miguel pereira,2011,39,0.745
miracema,2011,39,0.713
natividade,2011,39,0.673
nilopolis,2011,39,0.753
niteroi,2011,39,0.837
nova friburgo,2011,39,0.745
nova iguacu,2011,39,0.713
paracambi,2011,39,0.72
paraiba do sul,2011,39,0.702
paraty,2011,39,0.693
paty do alferes,2011,39,0.671
petropolis,2011,39,0.745
pinheiral,2011,39,0.715
pirai,2011,39,0.708
porciuncula,2011,39,0.697
porto real,2011,39,0.713
quatis,2011,39,0.69
queimados,2011,39,0.68
quissama,2011,39,0.704
resende,2011,39,0.768
rio bonito,2011,39,0.71
rio claro,2011,39,0.683
rio das flores,2011,39,0.68
rio das ostras,2011,39,0.773
rio de janeiro,2011,39,0.799
santa maria madalena,2011,39,0.668
santo antonio de padua,2011,39,0.718
sao francisco de itabapoana,2011,39,0.639
sao fidelis,2011,39,0.691
sao goncalo,2011,39,0.739
sao joao da barra,2011,39,0.671
sao joao de meriti,2011,39,0.719
sao jose de uba,2011,39,0.652
sao jose do vale do rio preto,2011,39,0.66
sao pedro da aldeia,2011,39,0.712
sao sebastiao do alto,2011,39,0.646
sapucaia,2011,39,0.59
saquarema,2011,39,0.709
seropedica,2011,39,0.713
silva jardim,2011,39,0.654
sumidouro,2011,39,0.611
tangua,2011,39,0.654
teresopolis,2011,39,0.73
trajano de moraes,2011,39,0.667
tres rios,2011,39,0.725
valenca,2011,39,0.623
varre-sai,2011,39,0.659
vassouras,2011,39,0.714
volta redonda,2011,39,0.771
angra dos reis,2011,40,0.724
aperibe,2011,40,0.692
araruama,2011,40,0.718
areal,2011,40,0.684
armacao dos buzios,2011,40,0.728
arraial do cabo,2011,40,0.733
barra do pirai,2011,40,0.733
barra mansa,2011,40,0.729
belford roxo,2011,40,0.684
bom jardim,2011,40,0.538
bom jesus do itabapoana,2011,40,0.732
cabo frio,2011,40,0.735
cachoeiras de macacu,2011,40,0.7
cambuci,2011,40,0.691
carapebus,2011,40,0.713
comendador levy gasparian,2011,40,0.685
campos dos goytacazes,2011,40,0.716
cantagalo,2011,40,0.631
cardoso moreira,2011,40,0.648
carmo,2011,40,0.696
casimiro de abreu,2011,40,0.726
conceicao de macabu,2011,40,0.712
cordeiro,2011,40,0.729
duas barras,2011,40,0.659
duque de caxias,2011,40,0.711
engenheiro paulo de frontin,2011,40,0.722
guapimirim,2011,40,0.698
iguaba grande,2011,40,0.761
itaborai,2011,40,0.693
itaguai,2011,40,0.715
italva,2011,40,0.688
itaocara,2011,40,0.713
itaperuna,2011,40,0.73
itatiaia,2011,40,0.737
japeri,2011,40,0.659
laje do muriae,2011,40,0.668
macae,2011,40,0.764
macuco,2011,40,0.703
mage,2011,40,0.709
mangaratiba,2011,40,0.753
marica,2011,40,0.765
mendes,2011,40,0.736
mesquita,2011,40,0.656
miguel pereira,2011,40,0.745
miracema,2011,40,0.713
natividade,2011,40,0.673
nilopolis,2011,40,0.753
niteroi,2011,40,0.837
nova friburgo,2011,40,0.745
nova iguacu,2011,40,0.713
paracambi,2011,40,0.72
paraiba do sul,2011,40,0.702
paraty,2011,40,0.693
paty do alferes,2011,40,0.671
petropolis,2011,40,0.745
pinheiral,2011,40,0.715
pirai,2011,40,0.708
porciuncula,2011,40,0.697
porto real,2011,40,0.713
quatis,2011,40,0.69
queimados,2011,40,0.68
quissama,2011,40,0.704
resende,2011,40,0.768
rio bonito,2011,40,0.71
rio claro,2011,40,0.683
rio das flores,2011,40,0.68
rio das ostras,2011,40,0.773
rio de janeiro,2011,40,0.799
santa maria madalena,2011,40,0.668
santo antonio de padua,2011,40,0.718
sao francisco de itabapoana,2011,40,0.639
sao fidelis,2011,40,0.691
sao goncalo,2011,40,0.739
sao joao da barra,2011,40,0.671
sao joao de meriti,2011,40,0.719
sao jose de uba,2011,40,0.652
sao jose do vale do rio preto,2011,40,0.66
sao pedro da aldeia,2011,40,0.712
sao sebastiao do alto,2011,40,0.646
sapucaia,2011,40,0.59
saquarema,2011,40,0.709
seropedica,2011,40,0.713
silva jardim,2011,40,0.654
sumidouro,2011,40,0.611
tangua,2011,40,0.654
teresopolis,2011,40,0.73
trajano de moraes,2011,40,0.667
tres rios,2011,40,0.725
valenca,2011,40,0.623
varre-sai,2011,40,0.659
vassouras,2011,40,0.714
volta redonda,2011,40,0.771
angra dos reis,2011,41,0.724
aperibe,2011,41,0.692
araruama,2011,41,0.718
areal,2011,41,0.684
armacao dos buzios,2011,41,0.728
arraial do cabo,2011,41,0.733
barra do pirai,2011,41,0.733
barra mansa,2011,41,0.729
belford roxo,2011,41,0.684
bom jardim,2011,41,0.538
bom jesus do itabapoana,2011,41,0.732
cabo frio,2011,41,0.735
cachoeiras de macacu,2011,41,0.7
cambuci,2011,41,0.691
carapebus,2011,41,0.713
comendador levy gasparian,2011,41,0.685
campos dos goytacazes,2011,41,0.716
cantagalo,2011,41,0.631
cardoso moreira,2011,41,0.648
carmo,2011,41,0.696
casimiro de abreu,2011,41,0.726
conceicao de macabu,2011,41,0.712
cordeiro,2011,41,0.729
duas barras,2011,41,0.659
duque de caxias,2011,41,0.711
engenheiro paulo de frontin,2011,41,0.722
guapimirim,2011,41,0.698
iguaba grande,2011,41,0.761
itaborai,2011,41,0.693
itaguai,2011,41,0.715
italva,2011,41,0.688
itaocara,2011,41,0.713
itaperuna,2011,41,0.73
itatiaia,2011,41,0.737
japeri,2011,41,0.659
laje do muriae,2011,41,0.668
macae,2011,41,0.764
macuco,2011,41,0.703
mage,2011,41,0.709
mangaratiba,2011,41,0.753
marica,2011,41,0.765
mendes,2011,41,0.736
mesquita,2011,41,0.656
miguel pereira,2011,41,0.745
miracema,2011,41,0.713
natividade,2011,41,0.673
nilopolis,2011,41,0.753
niteroi,2011,41,0.837
nova friburgo,2011,41,0.745
nova iguacu,2011,41,0.713
paracambi,2011,41,0.72
paraiba do sul,2011,41,0.702
paraty,2011,41,0.693
paty do alferes,2011,41,0.671
petropolis,2011,41,0.745
pinheiral,2011,41,0.715
pirai,2011,41,0.708
porciuncula,2011,41,0.697
porto real,2011,41,0.713
quatis,2011,41,0.69
queimados,2011,41,0.68
quissama,2011,41,0.704
resende,2011,41,0.768
rio bonito,2011,41,0.71
rio claro,2011,41,0.683
rio das flores,2011,41,0.68
rio das ostras,2011,41,0.773
rio de janeiro,2011,41,0.799
santa maria madalena,2011,41,0.668
santo antonio de padua,2011,41,0.718
sao francisco de itabapoana,2011,41,0.639
sao fidelis,2011,41,0.691
sao goncalo,2011,41,0.739
sao joao da barra,2011,41,0.671
sao joao de meriti,2011,41,0.719
sao jose de uba,2011,41,0.652
sao jose do vale do rio preto,2011,41,0.66
sao pedro da aldeia,2011,41,0.712
sao sebastiao do alto,2011,41,0.646
sapucaia,2011,41,0.59
saquarema,2011,41,0.709
seropedica,2011,41,0.713
silva jardim,2011,41,0.654
sumidouro,2011,41,0.611
tangua,2011,41,0.654
teresopolis,2011,41,0.73
trajano de moraes,2011,41,0.667
tres rios,2011,41,0.725
valenca,2011,41,0.623
varre-sai,2011,41,0.659
vassouras,2011,41,0.714
volta redonda,2011,41,0.771
angra dos reis,2011,42,0.724
aperibe,2011,42,0.692
araruama,2011,42,0.718
areal,2011,42,0.684
armacao dos buzios,2011,42,0.728
arraial do cabo,2011,42,0.733
barra do pirai,2011,42,0.733
barra mansa,2011,42,0.729
belford roxo,2011,42,0.684
bom jardim,2011,42,0.538
bom jesus do itabapoana,2011,42,0.732
cabo frio,2011,42,0.735
cachoeiras de macacu,2011,42,0.7
cambuci,2011,42,0.691
carapebus,2011,42,0.713
comendador levy gasparian,2011,42,0.685
campos dos goytacazes,2011,42,0.716
cantagalo,2011,42,0.631
cardoso moreira,2011,42,0.648
carmo,2011,42,0.696
casimiro de abreu,2011,42,0.726
conceicao de macabu,2011,42,0.712
cordeiro,2011,42,0.729
duas barras,2011,42,0.659
duque de caxias,2011,42,0.711
engenheiro paulo de frontin,2011,42,0.722
guapimirim,2011,42,0.698
iguaba grande,2011,42,0.761
itaborai,2011,42,0.693
itaguai,2011,42,0.715
italva,2011,42,0.688
itaocara,2011,42,0.713
itaperuna,2011,42,0.73
itatiaia,2011,42,0.737
japeri,2011,42,0.659
laje do muriae,2011,42,0.668
macae,2011,42,0.764
macuco,2011,42,0.703
mage,2011,42,0.709
mangaratiba,2011,42,0.753
marica,2011,42,0.765
mendes,2011,42,0.736
mesquita,2011,42,0.656
miguel pereira,2011,42,0.745
miracema,2011,42,0.713
natividade,2011,42,0.673
nilopolis,2011,42,0.753
niteroi,2011,42,0.837
nova friburgo,2011,42,0.745
nova iguacu,2011,42,0.713
paracambi,2011,42,0.72
paraiba do sul,2011,42,0.702
paraty,2011,42,0.693
paty do alferes,2011,42,0.671
petropolis,2011,42,0.745
pinheiral,2011,42,0.715
pirai,2011,42,0.708
porciuncula,2011,42,0.697
porto real,2011,42,0.713
quatis,2011,42,0.69
queimados,2011,42,0.68
quissama,2011,42,0.704
resende,2011,42,0.768
rio bonito,2011,42,0.71
rio claro,2011,42,0.683
rio das flores,2011,42,0.68
rio das ostras,2011,42,0.773
rio de janeiro,2011,42,0.799
santa maria madalena,2011,42,0.668
santo antonio de padua,2011,42,0.718
sao francisco de itabapoana,2011,42,0.639
sao fidelis,2011,42,0.691
sao goncalo,2011,42,0.739
sao joao da barra,2011,42,0.671
sao joao de meriti,2011,42,0.719
sao jose de uba,2011,42,0.652
sao jose do vale do rio preto,2011,42,0.66
sao pedro da aldeia,2011,42,0.712
sao sebastiao do alto,2011,42,0.646
sapucaia,2011,42,0.59
saquarema,2011,42,0.709
seropedica,2011,42,0.713
silva jardim,2011,42,0.654
sumidouro,2011,42,0.611
tangua,2011,42,0.654
teresopolis,2011,42,0.73
trajano de moraes,2011,42,0.667
tres rios,2011,42,0.725
valenca,2011,42,0.623
varre-sai,2011,42,0.659
vassouras,2011,42,0.714
volta redonda,2011,42,0.771
angra dos reis,2011,43,0.724
aperibe,2011,43,0.692
araruama,2011,43,0.718
areal,2011,43,0.684
armacao dos buzios,2011,43,0.728
arraial do cabo,2011,43,0.733
barra do pirai,2011,43,0.733
barra mansa,2011,43,0.729
belford roxo,2011,43,0.684
bom jardim,2011,43,0.538
bom jesus do itabapoana,2011,43,0.732
cabo frio,2011,43,0.735
cachoeiras de macacu,2011,43,0.7
cambuci,2011,43,0.691
carapebus,2011,43,0.713
comendador levy gasparian,2011,43,0.685
campos dos goytacazes,2011,43,0.716
cantagalo,2011,43,0.631
cardoso moreira,2011,43,0.648
carmo,2011,43,0.696
casimiro de abreu,2011,43,0.726
conceicao de macabu,2011,43,0.712
cordeiro,2011,43,0.729
duas barras,2011,43,0.659
duque de caxias,2011,43,0.711
engenheiro paulo de frontin,2011,43,0.722
guapimirim,2011,43,0.698
iguaba grande,2011,43,0.761
itaborai,2011,43,0.693
itaguai,2011,43,0.715
italva,2011,43,0.688
itaocara,2011,43,0.713
itaperuna,2011,43,0.73
itatiaia,2011,43,0.737
japeri,2011,43,0.659
laje do muriae,2011,43,0.668
macae,2011,43,0.764
macuco,2011,43,0.703
mage,2011,43,0.709
mangaratiba,2011,43,0.753
marica,2011,43,0.765
mendes,2011,43,0.736
mesquita,2011,43,0.656
miguel pereira,2011,43,0.745
miracema,2011,43,0.713
natividade,2011,43,0.673
nilopolis,2011,43,0.753
niteroi,2011,43,0.837
nova friburgo,2011,43,0.745
nova iguacu,2011,43,0.713
paracambi,2011,43,0.72
paraiba do sul,2011,43,0.702
paraty,2011,43,0.693
paty do alferes,2011,43,0.671
petropolis,2011,43,0.745
pinheiral,2011,43,0.715
pirai,2011,43,0.708
porciuncula,2011,43,0.697
porto real,2011,43,0.713
quatis,2011,43,0.69
queimados,2011,43,0.68
quissama,2011,43,0.704
resende,2011,43,0.768
rio bonito,2011,43,0.71
rio claro,2011,43,0.683
rio das flores,2011,43,0.68
rio das ostras,2011,43,0.773
rio de janeiro,2011,43,0.799
santa maria madalena,2011,43,0.668
santo antonio de padua,2011,43,0.718
