municipio,year,week,population
sao joao da barra,2018,47,36423
sao joao de meriti,2018,47,472906
sao jose de uba,2018,47,7206
sao jose do vale do rio preto,2018,47,21916
sao pedro da aldeia,2018,47,106049
sao sebastiao do alto,2018,47,9387
sapucaia,2018,47,6009
saquarema,2018,47,90583
seropedica,2018,47,83092
silva jardim,2018,47,21774
sumidouro,2018,47,15667
tangua,2018,47,34610
teresopolis,2018,47,184240
trajano de moraes,2018,47,10640
tres rios,2018,47,82142
valenca,2018,47,97233
varre-sai,2018,47,11106
vassouras,2018,47,37083
volta redonda,2018,47,273988
angra dos reis,2018,48,207044
aperibe,2018,48,11901
araruama,2018,48,134293
areal,2018,48,12669
armacao dos buzios,2018,48,34477
arraial do cabo,2018,48,30593
barra do pirai,2018,48,100764
barra mansa,2018,48,184833
belford roxo,2018,48,513118
bom jardim,2018,48,41822
bom jesus do itabapoana,2018,48,37203
cabo frio,2018,48,230378
cachoeiras de macacu,2018,48,59303
cambuci,2018,48,15514
carapebus,2018,48,16586
comendador levy gasparian,2018,48,8576
campos dos goytacazes,2018,48,511168
cantagalo,2018,48,4551
cardoso moreira,2018,48,12821
carmo,2018,48,19030
casimiro de abreu,2018,48,45041
conceicao de macabu,2018,48,23398
cordeiro,2018,48,22041
duas barras,2018,48,11528
duque de caxias,2018,48,924624
engenheiro paulo de frontin,2018,48,14071
guapimirim,2018,48,61388
iguaba grande,2018,48,28837
itaborai,2018,48,242543
itaguai,2018,48,134819
italva,2018,48,15299
itaocara,2018,48,23222
itaperuna,2018,48,103800
itatiaia,2018,48,32064
japeri,2018,48,105548
laje do muriae,2018,48,7326
macae,2018,48,261501
macuco,2018,48,5623
mage,2018,48,246433
mangaratiba,2018,48,45220
marica,2018,48,164504
mendes,2018,48,18648
mesquita,2018,48,5546
miguel pereira,2018,48,25581
miracema,2018,48,27154
natividade,2018,48,9250
nilopolis,2018,48,162693
niteroi,2018,48,515317
nova friburgo,2018,48,191158
nova iguacu,2018,48,823302
paracambi,2018,48,52683
paraiba do sul,2018,48,44518
paraty,2018,48,43680
paty do alferes,2018,48,27858
petropolis,2018,48,306678
pinheiral,2018,48,25364
pirai,2018,48,29545
porciuncula,2018,48,18960
porto real,2018,48,19974
quatis,2018,48,14435
queimados,2018,48,151335
quissama,2018,48,25126
resende,2018,48,132312
rio bonito,2018,48,60573
rio claro,2018,48,18605
rio das flores,2018,48,9344
rio das ostras,2018,48,155193
rio de janeiro,2018,48,6747815
santa maria madalena,2018,48,10392
santo antonio de padua,2018,48,42594
sao francisco de itabapoana,2018,48,42210
sao fidelis,2018,48,38710
sao goncalo,2018,48,1091737
sao joao da barra,2018,48,36423
sao joao de meriti,2018,48,472906
sao jose de uba,2018,48,7206
sao jose do vale do rio preto,2018,48,21916
sao pedro da aldeia,2018,48,106049
sao sebastiao do alto,2018,48,9387
sapucaia,2018,48,6009
saquarema,2018,48,90583
seropedica,2018,48,83092
silva jardim,2018,48,21774
sumidouro,2018,48,15667
tangua,2018,48,34610
teresopolis,2018,48,184240
trajano de moraes,2018,48,10640
tres rios,2018,48,82142
valenca,2018,48,97233
varre-sai,2018,48,11106
vassouras,2018,48,37083
volta redonda,2018,48,273988
angra dos reis,2018,49,207044
aperibe,2018,49,11901
araruama,2018,49,134293
areal,2018,49,12669
armacao dos buzios,2018,49,34477
arraial do cabo,2018,49,30593
barra do pirai,2018,49,100764
barra mansa,2018,49,184833
belford roxo,2018,49,513118
bom jardim,2018,49,41822
bom jesus do itabapoana,2018,49,37203
cabo frio,2018,49,230378
cachoeiras de macacu,2018,49,59303
cambuci,2018,49,15514
carapebus,2018,49,16586
comendador levy gasparian,2018,49,8576
campos dos goytacazes,2018,49,511168
cantagalo,2018,49,4551
cardoso moreira,2018,49,12821
carmo,2018,49,19030
casimiro de abreu,2018,49,45041
conceicao de macabu,2018,49,23398
cordeiro,2018,49,22041
duas barras,2018,49,11528
duque de caxias,2018,49,924624
engenheiro paulo de frontin,2018,49,14071
guapimirim,2018,49,61388
iguaba grande,2018,49,28837
itaborai,2018,49,242543
itaguai,2018,49,134819
italva,2018,49,15299
itaocara,2018,49,23222
itaperuna,2018,49,103800
itatiaia,2018,49,32064
japeri,2018,49,105548
laje do muriae,2018,49,7326
macae,2018,49,261501
macuco,2018,49,5623
mage,2018,49,246433
mangaratiba,2018,49,45220
marica,2018,49,164504
mendes,2018,49,18648
mesquita,2018,49,5546
miguel pereira,2018,49,25581
miracema,2018,49,27154
natividade,2018,49,9250
nilopolis,2018,49,162693
niteroi,2018,49,515317
nova friburgo,2018,49,191158
nova iguacu,2018,49,823302
paracambi,2018,49,52683
paraiba do sul,2018,49,44518
paraty,2018,49,43680
paty do alferes,2018,49,27858
petropolis,2018,49,306678
pinheiral,2018,49,25364
pirai,2018,49,29545
porciuncula,2018,49,18960
porto real,2018,49,19974
quatis,2018,49,14435
queimados,2018,49,151335
quissama,2018,49,25126
resende,2018,49,132312
rio bonito,2018,49,60573
rio claro,2018,49,18605
rio das flores,2018,49,9344
rio das ostras,2018,49,155193
rio de janeiro,2018,49,6747815
santa maria madalena,2018,49,10392
santo antonio de padua,2018,49,42594
sao francisco de itabapoana,2018,49,42210
sao fidelis,2018,49,38710
sao goncalo,2018,49,1091737
sao joao da barra,2018,49,36423
sao joao de meriti,2018,49,472906
sao jose de uba,2018,49,7206
sao jose do vale do rio preto,2018,49,21916
sao pedro da aldeia,2018,49,106049
sao sebastiao do alto,2018,49,9387
sapucaia,2018,49,6009
saquarema,2018,49,90583
seropedica,2018,49,83092
silva jardim,2018,49,21774
sumidouro,2018,49,15667
tangua,2018,49,34610
teresopolis,2018,49,184240
trajano de moraes,2018,49,10640
tres rios,2018,49,82142
valenca,2018,49,97233
varre-sai,2018,49,11106
vassouras,2018,49,37083
volta redonda,2018,49,273988
angra dos reis,2018,50,207044
aperibe,2018,50,11901
araruama,2018,50,134293
areal,2018,50,12669
armacao dos buzios,2018,50,34477
arraial do cabo,2018,50,30593
barra do pirai,2018,50,100764
barra mansa,2018,50,184833
belford roxo,2018,50,513118
bom jardim,2018,50,41822
bom jesus do itabapoana,2018,50,37203
cabo frio,2018,50,230378
cachoeiras de macacu,2018,50,59303
cambuci,2018,50,15514
carapebus,2018,50,16586
comendador levy gasparian,2018,50,8576
campos dos goytacazes,2018,50,511168
cantagalo,2018,50,4551
cardoso moreira,2018,50,12821
carmo,2018,50,19030
casimiro de abreu,2018,50,45041
conceicao de macabu,2018,50,23398
cordeiro,2018,50,22041
duas barras,2018,50,11528
duque de caxias,2018,50,924624
engenheiro paulo de frontin,2018,50,14071
guapimirim,2018,50,61388
iguaba grande,2018,50,28837
itaborai,2018,50,242543
itaguai,2018,50,134819
italva,2018,50,15299
itaocara,2018,50,23222
itaperuna,2018,50,103800
itatiaia,2018,50,32064
japeri,2018,50,105548
laje do muriae,2018,50,7326
macae,2018,50,261501
macuco,2018,50,5623
mage,2018,50,246433
mangaratiba,2018,50,45220
marica,2018,50,164504
mendes,2018,50,18648
mesquita,2018,50,5546
miguel pereira,2018,50,25581
miracema,2018,50,27154
natividade,2018,50,9250
nilopolis,2018,50,162693
niteroi,2018,50,515317
nova friburgo,2018,50,191158
nova iguacu,2018,50,823302
paracambi,2018,50,52683
paraiba do sul,2018,50,44518
paraty,2018,50,43680
paty do alferes,2018,50,27858
petropolis,2018,50,306678
pinheiral,2018,50,25364
pirai,2018,50,29545
porciuncula,2018,50,18960
porto real,2018,50,19974
quatis,2018,50,14435
queimados,2018,50,151335
quissama,2018,50,25126
resende,2018,50,132312
rio bonito,2018,50,60573
rio claro,2018,50,18605
rio das flores,2018,50,9344
rio das ostras,2018,50,155193
rio de janeiro,2018,50,6747815
santa maria madalena,2018,50,10392
santo antonio de padua,2018,50,42594
sao francisco de itabapoana,2018,50,42210
sao fidelis,2018,50,38710
sao goncalo,2018,50,1091737
sao joao da barra,2018,50,36423
sao joao de meriti,2018,50,472906
sao jose de uba,2018,50,7206
sao jose do vale do rio preto,2018,50,21916
sao pedro da aldeia,2018,50,106049
sao sebastiao do alto,2018,50,9387
sapucaia,2018,50,6009
saquarema,2018,50,90583
seropedica,2018,50,83092
silva jardim,2018,50,21774
sumidouro,2018,50,15667
tangua,2018,50,34610
teresopolis,2018,50,184240
trajano de moraes,2018,50,10640
tres rios,2018,50,82142
valenca,2018,50,97233
varre-sai,2018,50,11106
vassouras,2018,50,37083
volta redonda,2018,50,273988
angra dos reis,2018,51,207044
aperibe,2018,51,11901
araruama,2018,51,134293
areal,2018,51,12669
armacao dos buzios,2018,51,34477
arraial do cabo,2018,51,30593
barra do pirai,2018,51,100764
barra mansa,2018,51,184833
belford roxo,2018,51,513118
bom jardim,2018,51,41822
bom jesus do itabapoana,2018,51,37203
cabo frio,2018,51,230378
cachoeiras de macacu,2018,51,59303
cambuci,2018,51,15514
carapebus,2018,51,16586
comendador levy gasparian,2018,51,8576
campos dos goytacazes,2018,51,511168
cantagalo,2018,51,4551
cardoso moreira,2018,51,12821
carmo,2018,51,19030
casimiro de abreu,2018,51,45041
conceicao de macabu,2018,51,23398
cordeiro,2018,51,22041
duas barras,2018,51,11528
duque de caxias,2018,51,924624
engenheiro paulo de frontin,2018,51,14071
guapimirim,2018,51,61388
iguaba grande,2018,51,28837
itaborai,2018,51,242543
itaguai,2018,51,134819
italva,2018,51,15299
itaocara,2018,51,23222
itaperuna,2018,51,103800
itatiaia,2018,51,32064
japeri,2018,51,105548
laje do muriae,2018,51,7326
macae,2018,51,261501
macuco,2018,51,5623
mage,2018,51,246433
mangaratiba,2018,51,45220
marica,2018,51,164504
mendes,2018,51,18648
mesquita,2018,51,5546
miguel pereira,2018,51,25581
miracema,2018,51,27154
natividade,2018,51,9250
nilopolis,2018,51,162693
niteroi,2018,51,515317
nova friburgo,2018,51,191158
nova iguacu,2018,51,823302
paracambi,2018,51,52683
paraiba do sul,2018,51,44518
paraty,2018,51,43680
paty do alferes,2018,51,27858
petropolis,2018,51,306678
pinheiral,2018,51,25364
pirai,2018,51,29545
porciuncula,2018,51,18960
porto real,2018,51,19974
quatis,2018,51,14435
queimados,2018,51,151335
quissama,2018,51,25126
resende,2018,51,132312
rio bonito,2018,51,60573
rio claro,2018,51,18605
rio das flores,2018,51,9344
rio das ostras,2018,51,155193
rio de janeiro,2018,51,6747815
santa maria madalena,2018,51,10392
santo antonio de padua,2018,51,42594
sao francisco de itabapoana,2018,51,42210
sao fidelis,2018,51,38710
sao goncalo,2018,51,1091737
sao joao da barra,2018,51,36423
sao joao de meriti,2018,51,472906
sao jose de uba,2018,51,7206
sao jose do vale do rio preto,2018,51,21916
sao pedro da aldeia,2018,51,106049
sao sebastiao do alto,2018,51,9387
sapucaia,2018,51,6009
saquarema,2018,51,90583
seropedica,2018,51,83092
silva jardim,2018,51,21774
sumidouro,2018,51,15667
tangua,2018,51,34610
teresopolis,2018,51,184240
trajano de moraes,2018,51,10640
tres rios,2018,51,82142
valenca,2018,51,97233
varre-sai,2018,51,11106
vassouras,2018,51,37083
volta redonda,2018,51,273988
angra dos reis,2018,52,207044
aperibe,2018,52,11901
araruama,2018,52,134293
areal,2018,52,12669
armacao dos buzios,2018,52,34477
arraial do cabo,2018,52,30593
barra do pirai,2018,52,100764
barra mansa,2018,52,184833
belford roxo,2018,52,513118
bom jardim,2018,52,41822
bom jesus do itabapoana,2018,52,37203
cabo frio,2018,52,230378
cachoeiras de macacu,2018,52,59303
cambuci,2018,52,15514
carapebus,2018,52,16586
comendador levy gasparian,2018,52,8576
campos dos goytacazes,2018,52,511168
cantagalo,2018,52,4551
cardoso moreira,2018,52,12821
carmo,2018,52,19030
casimiro de abreu,2018,52,45041
conceicao de macabu,2018,52,23398
cordeiro,2018,52,22041
duas barras,2018,52,11528
duque de caxias,2018,52,924624
engenheiro paulo de frontin,2018,52,14071
guapimirim,2018,52,61388
iguaba grande,2018,52,28837
itaborai,2018,52,242543
itaguai,2018,52,134819
italva,2018,52,15299
itaocara,2018,52,23222
itaperuna,2018,52,103800
itatiaia,2018,52,32064
japeri,2018,52,105548
laje do muriae,2018,52,7326
macae,2018,52,261501
macuco,2018,52,5623
mage,2018,52,246433
mangaratiba,2018,52,45220
marica,2018,52,164504
mendes,2018,52,18648
mesquita,2018,52,5546
miguel pereira,2018,52,25581
miracema,2018,52,27154
natividade,2018,52,9250
nilopolis,2018,52,162693
niteroi,2018,52,515317
nova friburgo,2018,52,191158
nova iguacu,2018,52,823302
paracambi,2018,52,52683
paraiba do sul,2018,52,44518
paraty,2018,52,43680
paty do alferes,2018,52,27858
petropolis,2018,52,306678
pinheiral,2018,52,25364
pirai,2018,52,29545
porciuncula,2018,52,18960
porto real,2018,52,19974
quatis,2018,52,14435
queimados,2018,52,151335
quissama,2018,52,25126
resende,2018,52,132312
rio bonito,2018,52,60573
rio claro,2018,52,18605
rio das flores,2018,52,9344
rio das ostras,2018,52,155193
rio de janeiro,2018,52,6747815
santa maria madalena,2018,52,10392
santo antonio de padua,2018,52,42594
sao francisco de itabapoana,2018,52,42210
sao fidelis,2018,52,38710
sao goncalo,2018,52,1091737
sao joao da barra,2018,52,36423
sao joao de meriti,2018,52,472906
sao jose de uba,2018,52,7206
sao jose do vale do rio preto,2018,52,21916
sao pedro da aldeia,2018,52,106049
sao sebastiao do alto,2018,52,9387
sapucaia,2018,52,6009
saquarema,2018,52,90583
seropedica,2018,52,83092
silva jardim,2018,52,21774
sumidouro,2018,52,15667
tangua,2018,52,34610
teresopolis,2018,52,184240
trajano de moraes,2018,52,10640
tres rios,2018,52,82142
valenca,2018,52,97233
varre-sai,2018,52,11106
vassouras,2018,52,37083
volta redonda,2018,52,273988
angra dos reis,2019,1,207044
aperibe,2019,1,11901
araruama,2019,1,134293
areal,2019,1,12669
armacao dos buzios,2019,1,34477
arraial do cabo,2019,1,30593
barra do pirai,2019,1,100764
barra mansa,2019,1,184833
belford roxo,2019,1,513118
bom jardim,2019,1,41822
bom jesus do itabapoana,2019,1,37203
cabo frio,2019,1,230378
cachoeiras de macacu,2019,1,59303
cambuci,2019,1,15514
carapebus,2019,1,16586
comendador levy gasparian,2019,1,8576
campos dos goytacazes,2019,1,511168
cantagalo,2019,1,4551
cardoso moreira,2019,1,12821
carmo,2019,1,19030
casimiro de abreu,2019,1,45041
conceicao de macabu,2019,1,23398
cordeiro,2019,1,22041
duas barras,2019,1,11528
duque de caxias,2019,1,924624
engenheiro paulo de frontin,2019,1,14071
guapimirim,2019,1,61388
iguaba grande,2019,1,28837
itaborai,2019,1,242543
itaguai,2019,1,134819
italva,2019,1,15299
itaocara,2019,1,23222
itaperuna,2019,1,103800
itatiaia,2019,1,32064
japeri,2019,1,105548
laje do muriae,2019,1,7326
macae,2019,1,261501
macuco,2019,1,5623
mage,2019,1,246433
mangaratiba,2019,1,45220
marica,2019,1,164504
mendes,2019,1,18648
mesquita,2019,1,5546
miguel pereira,2019,1,25581
miracema,2019,1,27154
natividade,2019,1,9250
nilopolis,2019,1,162693
niteroi,2019,1,515317
nova friburgo,2019,1,191158
nova iguacu,2019,1,823302
paracambi,2019,1,52683
paraiba do sul,2019,1,44518
paraty,2019,1,43680
paty do alferes,2019,1,27858
petropolis,2019,1,306678
pinheiral,2019,1,25364
pirai,2019,1,29545
porciuncula,2019,1,18960
porto real,2019,1,19974
quatis,2019,1,14435
queimados,2019,1,151335
quissama,2019,1,25126
resende,2019,1,132312
rio bonito,2019,1,60573
rio claro,2019,1,18605
rio das flores,2019,1,9344
rio das ostras,2019,1,155193
rio de janeiro,2019,1,6747815
santa maria madalena,2019,1,10392
santo antonio de padua,2019,1,42594
sao francisco de itabapoana,2019,1,42210
sao fidelis,2019,1,38710
sao goncalo,2019,1,1091737
sao joao da barra,2019,1,36423
sao joao de meriti,2019,1,472906
sao jose de uba,2019,1,7206
sao jose do vale do rio preto,2019,1,21916
sao pedro da aldeia,2019,1,106049
sao sebastiao do alto,2019,1,9387
sapucaia,2019,1,6009
saquarema,2019,1,90583
seropedica,2019,1,83092
silva jardim,2019,1,21774
sumidouro,2019,1,15667
tangua,2019,1,34610
teresopolis,2019,1,184240
trajano de moraes,2019,1,10640
tres rios,2019,1,82142
valenca,2019,1,97233
varre-sai,2019,1,11106
vassouras,2019,1,37083
volta redonda,2019,1,273988
angra dos reis,2019,2,207044
aperibe,2019,2,11901
araruama,2019,2,134293
areal,2019,2,12669
armacao dos buzios,2019,2,34477
arraial do cabo,2019,2,30593
barra do pirai,2019,2,100764
barra mansa,2019,2,184833
belford roxo,2019,2,513118
bom jardim,2019,2,41822
bom jesus do itabapoana,2019,2,37203
cabo frio,2019,2,230378
cachoeiras de macacu,2019,2,59303
cambuci,2019,2,15514
carapebus,2019,2,16586
comendador levy gasparian,2019,2,8576
campos dos goytacazes,2019,2,511168
cantagalo,2019,2,4551
cardoso moreira,2019,2,12821
carmo,2019,2,19030
casimiro de abreu,2019,2,45041
conceicao de macabu,2019,2,23398
cordeiro,2019,2,22041
duas barras,2019,2,11528
duque de caxias,2019,2,924624
engenheiro paulo de frontin,2019,2,14071
guapimirim,2019,2,61388
iguaba grande,2019,2,28837
itaborai,2019,2,242543
itaguai,2019,2,134819
italva,2019,2,15299
itaocara,2019,2,23222
itaperuna,2019,2,103800
itatiaia,2019,2,32064
japeri,2019,2,105548
laje do muriae,2019,2,7326
macae,2019,2,261501
macuco,2019,2,5623
mage,2019,2,246433
mangaratiba,2019,2,45220
marica,2019,2,164504
mendes,2019,2,18648
mesquita,2019,2,5546
miguel pereira,2019,2,25581
miracema,2019,2,27154
natividade,2019,2,9250
nilopolis,2019,2,162693
